Fitting 5 folds for each of 10 candidates, totalling 50 fits
Iteration 77, loss = 0.65072607
Iteration 78, loss = 0.67029855
Training loss did not improve more than tol=0.000100 for 30 consecutive epochs. Stopping.
[CV 1/5] END estimator__activation=relu, estimator__hidden_layer_sizes=16;, score=0.599 total time=  46.4s
Iteration 1, loss = 7.22654477
Iteration 2, loss = 1.21762254
Iteration 3, loss = 0.76298806
Iteration 4, loss = 0.71913414
Iteration 5, loss = 0.67715233
Iteration 6, loss = 0.67818777
Iteration 7, loss = 0.65977264
Iteration 8, loss = 0.65325762
Iteration 9, loss = 0.65421903
Iteration 10, loss = 0.66644967
Iteration 11, loss = 0.64625537
Iteration 12, loss = 0.65281644
Iteration 13, loss = 0.65477569
Iteration 14, loss = 0.65275788
Iteration 15, loss = 0.64759988
Iteration 16, loss = 0.64888472
Iteration 17, loss = 0.65166672
Iteration 18, loss = 0.65345711
Iteration 19, loss = 0.65264850
Iteration 20, loss = 0.66455615
Iteration 21, loss = 0.65277687
Iteration 22, loss = 0.65659410
Iteration 23, loss = 0.64714867
Iteration 24, loss = 0.66069815
Iteration 25, loss = 0.64384244
Iteration 26, loss = 0.65595703
Iteration 27, loss = 0.64277501
Iteration 28, loss = 0.65436956
Iteration 29, loss = 0.65502890
Iteration 30, loss = 0.65643266
Iteration 31, loss = 0.63484370
Iteration 32, loss = 0.64664418
Iteration 33, loss = 0.64103547
Iteration 34, loss = 0.64300609
Iteration 35, loss = 0.65609663
Iteration 36, loss = 0.64398528
Iteration 37, loss = 0.64155260
Iteration 38, loss = 0.64306401
Iteration 39, loss = 0.64107754
Iteration 40, loss = 0.66232676
Iteration 41, loss = 0.64745492
Iteration 42, loss = 0.64938418
Iteration 43, loss = 0.64318468
Iteration 44, loss = 0.62914246
Iteration 45, loss = 0.65367489
Iteration 46, loss = 0.64799736
Iteration 47, loss = 0.64237483
Iteration 48, loss = 0.65450466
Iteration 49, loss = 0.65594558
Iteration 50, loss = 0.64135247
Iteration 51, loss = 0.64132847
Iteration 52, loss = 0.63993880
Iteration 53, loss = 0.64854851
Iteration 54, loss = 0.63864292
Iteration 55, loss = 0.63792295
Iteration 56, loss = 0.63212663
Iteration 57, loss = 0.64216693
Iteration 58, loss = 0.63502684
Iteration 59, loss = 0.64370179
Iteration 60, loss = 0.63334083
Iteration 61, loss = 0.63072057
Iteration 62, loss = 0.64805256
Iteration 63, loss = 0.63254514
Iteration 64, loss = 0.62802410
Iteration 65, loss = 0.62752592
Iteration 66, loss = 0.63350109
Iteration 67, loss = 0.63695203
Iteration 68, loss = 0.64725562
Iteration 69, loss = 0.63038145
Iteration 70, loss = 0.63452593
Iteration 71, loss = 0.65247584
Iteration 72, loss = 0.63282456
Iteration 73, loss = 0.63222096
Iteration 74, loss = 0.61991063
Iteration 75, loss = 0.63117703
Iteration 76, loss = 0.63083490
Iteration 77, loss = 0.63811786
Iteration 78, loss = 0.64302423
Iteration 79, loss = 0.63597186
Iteration 80, loss = 0.62837041
Iteration 81, loss = 0.63353279
Iteration 82, loss = 0.62538178
Iteration 83, loss = 0.63778775
Iteration 84, loss = 0.62847083
Iteration 85, loss = 0.64420018
Iteration 86, loss = 0.62538514
Iteration 87, loss = 0.63229426
Iteration 88, loss = 0.62462691
Iteration 89, loss = 0.64078372
Iteration 90, loss = 0.62876284
Iteration 91, loss = 0.62209438
Iteration 92, loss = 0.63504545
Iteration 93, loss = 0.64266058
Iteration 94, loss = 0.62211701
Iteration 95, loss = 0.62204482
Iteration 96, loss = 0.64459216
Iteration 97, loss = 0.62027891
Iteration 98, loss = 0.62183111
Iteration 99, loss = 0.64228309
Iteration 100, loss = 0.64659307
Iteration 101, loss = 0.61947832
Iteration 102, loss = 0.62580442
Iteration 103, loss = 0.62268747
Iteration 104, loss = 0.63207426
Iteration 105, loss = 0.61350584
Iteration 106, loss = 0.62227003
Iteration 107, loss = 0.63392383
Iteration 108, loss = 0.63183738
Iteration 109, loss = 0.63824869
Iteration 110, loss = 0.62663758
Iteration 111, loss = 0.61953313
Iteration 112, loss = 0.62581688
Iteration 113, loss = 0.61871654
Iteration 114, loss = 0.63600572
Iteration 115, loss = 0.62952133
Iteration 116, loss = 0.62438186
Iteration 117, loss = 0.62372229
Iteration 118, loss = 0.61934062
Iteration 119, loss = 0.61939008
Iteration 120, loss = 0.62842330
Iteration 121, loss = 0.61327214
Iteration 122, loss = 0.61257150
Iteration 123, loss = 0.62698307
Iteration 124, loss = 0.61852533
Iteration 125, loss = 0.62688255
Iteration 126, loss = 0.62057283
Iteration 127, loss = 0.62096826
Iteration 128, loss = 0.61746511
Iteration 129, loss = 0.61603598
Iteration 130, loss = 0.62379330
Iteration 131, loss = 0.62752621
Iteration 132, loss = 0.63007000
Iteration 133, loss = 0.60454108
Iteration 134, loss = 0.62603237
Iteration 135, loss = 0.62209414
Iteration 136, loss = 0.62289274
Iteration 137, loss = 0.61274968
Iteration 138, loss = 0.61483255
Iteration 139, loss = 0.62856452
Iteration 140, loss = 0.61337341
Iteration 141, loss = 0.63424562
Iteration 142, loss = 0.62152565
Iteration 143, loss = 0.63575079
Iteration 144, loss = 0.61350132
Iteration 145, loss = 0.62927587
Iteration 146, loss = 0.61381389
Iteration 147, loss = 0.62069567
Iteration 148, loss = 0.61115382
Iteration 149, loss = 0.61658649
Iteration 150, loss = 0.61146478
Iteration 151, loss = 0.62059671
Iteration 152, loss = 0.61606915
Iteration 153, loss = 0.61974349
Iteration 154, loss = 0.60912419
Iteration 155, loss = 0.63095397
Iteration 156, loss = 0.60756558
Iteration 157, loss = 0.61549072
Iteration 158, loss = 0.61115965
Iteration 159, loss = 0.61756707
Iteration 160, loss = 0.62312345
Iteration 161, loss = 0.60900307
Iteration 162, loss = 0.60864167
Iteration 163, loss = 0.61879804
Iteration 164, loss = 0.62687892
Training loss did not improve more than tol=0.000100 for 30 consecutive epochs. Stopping.
[CV 2/5] END estimator__activation=relu, estimator__hidden_layer_sizes=16;, score=0.643 total time=  54.5s

Iteration 1, loss = 5.34561757
Iteration 2, loss = 0.87010542
Iteration 3, loss = 0.80150767
Iteration 4, loss = 0.79312755
Iteration 5, loss = 0.79052120
Iteration 6, loss = 0.77390408
Iteration 7, loss = 0.78291297
Iteration 8, loss = 0.77052892
Iteration 9, loss = 0.76998767
Iteration 10, loss = 0.83473345
Iteration 11, loss = 0.71250864
Iteration 12, loss = 0.85180460
Iteration 13, loss = 0.72616907
Iteration 14, loss = 0.72752738
Iteration 15, loss = 0.79887914
Iteration 16, loss = 0.72453496
Iteration 17, loss = 0.76688144
Iteration 18, loss = 0.73815056
Iteration 19, loss = 0.75560208
Iteration 20, loss = 0.75741450
Iteration 21, loss = 0.78892629
Iteration 22, loss = 0.73811107
Iteration 23, loss = 0.73056327
Iteration 24, loss = 0.74278745
Iteration 25, loss = 0.77796963
Iteration 26, loss = 0.76975244
Iteration 27, loss = 0.73419397
Iteration 28, loss = 0.76283714
Iteration 29, loss = 0.73839712
Iteration 30, loss = 0.71665127
Iteration 31, loss = 0.78109874
Iteration 32, loss = 0.76418245
Iteration 33, loss = 0.72966645
Iteration 34, loss = 0.74575693
Iteration 35, loss = 0.73563932
Iteration 36, loss = 0.80524960
Iteration 37, loss = 0.71142388
Iteration 38, loss = 0.68088742
Iteration 39, loss = 0.79709958
Iteration 40, loss = 0.74848444
Iteration 41, loss = 0.71631131
Iteration 42, loss = 0.77031018
Iteration 43, loss = 0.74823862
Iteration 44, loss = 0.73839895
Iteration 45, loss = 0.74248158
Iteration 46, loss = 0.77919230
Iteration 47, loss = 0.75151645
Iteration 48, loss = 0.69377717
Iteration 49, loss = 0.72678288
Iteration 50, loss = 0.73866548
Iteration 51, loss = 0.69211819
Iteration 52, loss = 0.75232270
Iteration 53, loss = 0.73812126
Iteration 54, loss = 0.73995851
Iteration 55, loss = 0.74901475
Iteration 56, loss = 0.68816318
Iteration 57, loss = 0.72817714
Iteration 58, loss = 0.74403217
Iteration 59, loss = 0.77917378
Iteration 60, loss = 0.68153209
Iteration 61, loss = 0.73173119
Iteration 62, loss = 0.70938521
Iteration 63, loss = 0.77008815
Iteration 64, loss = 0.73161643
Iteration 65, loss = 0.73502685
Iteration 66, loss = 0.70411528
Iteration 67, loss = 0.72074150
Iteration 68, loss = 0.72875113
Iteration 69, loss = 0.70824122
Training loss did not improve more than tol=0.000100 for 30 consecutive epochs. Stopping.
[CV 3/5] END estimator__activation=relu, estimator__hidden_layer_sizes=16;, score=0.592 total time=  43.6s
Iteration 1, loss = 7.47823280
Iteration 2, loss = 0.91587850
Iteration 3, loss = 0.69050595
Iteration 4, loss = 0.65723823
Iteration 5, loss = 0.67456772
Iteration 6, loss = 0.65230553
Iteration 7, loss = 0.65219136
Iteration 8, loss = 0.64818366
Iteration 9, loss = 0.65627086
Iteration 10, loss = 0.65448853
Iteration 11, loss = 0.63567913
Iteration 12, loss = 0.64511010
Iteration 13, loss = 0.65198954
Iteration 14, loss = 0.64624025
Iteration 15, loss = 0.66170832
Iteration 16, loss = 0.64537698
Iteration 17, loss = 0.65079310
Iteration 18, loss = 0.66112641
Iteration 19, loss = 0.65378461
Iteration 20, loss = 0.63459947
Iteration 21, loss = 0.64884450
Iteration 22, loss = 0.64849675
Iteration 23, loss = 0.64014934
Iteration 24, loss = 0.64718235
Iteration 25, loss = 0.64625360
Iteration 26, loss = 0.66208914
Iteration 27, loss = 0.65148909
Iteration 28, loss = 0.64826859
Iteration 29, loss = 0.64765614
Iteration 30, loss = 0.63626341
Iteration 31, loss = 0.65834294
Iteration 32, loss = 0.63836364
Iteration 33, loss = 0.65460307
Iteration 34, loss = 0.65530184
Iteration 35, loss = 0.63795173
Iteration 36, loss = 0.65562501
Iteration 37, loss = 0.64001755
Iteration 38, loss = 0.65362136
Iteration 39, loss = 0.64857797
Iteration 40, loss = 0.64189897
Iteration 41, loss = 0.64270243
Iteration 42, loss = 0.65190930
Iteration 43, loss = 0.65913503
Iteration 44, loss = 0.64329623
Iteration 45, loss = 0.65488663
Iteration 46, loss = 0.63715032
Iteration 47, loss = 0.65223914
Iteration 48, loss = 0.66453173
Iteration 49, loss = 0.63789364
Iteration 50, loss = 0.64122923
Iteration 51, loss = 0.65712875
Training loss did not improve more than tol=0.000100 for 30 consecutive epochs. Stopping.
[CV 4/5] END estimator__activation=relu, estimator__hidden_layer_sizes=16;, score=0.563 total time=  41.4s
Iteration 1, loss = 5.07025889
Iteration 2, loss = 0.98407059
Iteration 3, loss = 0.77287133
Iteration 4, loss = 0.73776278
Iteration 5, loss = 0.72737212
Iteration 6, loss = 0.71180900
Iteration 7, loss = 0.70719895
Iteration 8, loss = 0.68594913
Iteration 9, loss = 0.68238107
Iteration 10, loss = 0.68527173
Iteration 11, loss = 0.67806556
Iteration 12, loss = 0.66786446
Iteration 13, loss = 0.67474770
Iteration 14, loss = 0.65556241
Iteration 15, loss = 0.67652427
Iteration 16, loss = 0.65456785
Iteration 17, loss = 0.66796129
Iteration 18, loss = 0.66615365
Iteration 19, loss = 0.66022401
Iteration 20, loss = 0.66494093
Iteration 21, loss = 0.65736544
Iteration 22, loss = 0.66673846
Iteration 23, loss = 0.65355387
Iteration 24, loss = 0.66094019
Iteration 25, loss = 0.65972017
Iteration 26, loss = 0.65481937
Iteration 27, loss = 0.65261715
Iteration 28, loss = 0.67422028
Iteration 29, loss = 0.64718016
Iteration 30, loss = 0.66597882
Iteration 31, loss = 0.64838048
Iteration 32, loss = 0.65926005
Iteration 33, loss = 0.65337101
Iteration 34, loss = 0.66078163
Iteration 35, loss = 0.66270411
Iteration 36, loss = 0.65153688
Iteration 37, loss = 0.66573924
Iteration 38, loss = 0.67387211
Iteration 39, loss = 0.65845345
Iteration 40, loss = 0.64576653
Iteration 41, loss = 0.64946285
Iteration 42, loss = 0.65374562
Iteration 43, loss = 0.65725769
Iteration 44, loss = 0.66442121
Iteration 45, loss = 0.64652367
Iteration 46, loss = 0.65986446
Iteration 47, loss = 0.64371421
Iteration 48, loss = 0.65233527
Iteration 49, loss = 0.64680713
Iteration 50, loss = 0.65525219
Iteration 51, loss = 0.65901916
Iteration 52, loss = 0.64613628
Iteration 53, loss = 0.64707916
Iteration 54, loss = 0.66306701
Iteration 55, loss = 0.64733543
Iteration 56, loss = 0.65212776
Iteration 57, loss = 0.65416352
Iteration 58, loss = 0.65783417
Iteration 59, loss = 0.65452237
Iteration 60, loss = 0.66056786
Iteration 61, loss = 0.63438960
Iteration 62, loss = 0.64907611
Iteration 63, loss = 0.65900901
Iteration 64, loss = 0.64834055
Iteration 65, loss = 0.65440303
Iteration 66, loss = 0.65525761
Iteration 67, loss = 0.64318021
Iteration 68, loss = 0.64153928
Iteration 69, loss = 0.65255160
Iteration 70, loss = 0.65412556
Iteration 71, loss = 0.64251769
Iteration 72, loss = 0.64969218
Iteration 73, loss = 0.65035366
Iteration 74, loss = 0.66366769
Iteration 75, loss = 0.65968214
Iteration 76, loss = 0.64711389
Iteration 77, loss = 0.64460336
Iteration 78, loss = 0.64828876
Iteration 79, loss = 0.64785962
Iteration 80, loss = 0.65153543
Iteration 81, loss = 0.64485561
Iteration 82, loss = 0.65005111
Iteration 83, loss = 0.65457700
Iteration 84, loss = 0.64119924
Iteration 85, loss = 0.64810531
Iteration 86, loss = 0.66351654
Iteration 87, loss = 0.64307641
Iteration 88, loss = 0.65577399
Iteration 89, loss = 0.65878697
Iteration 90, loss = 0.64816250
Iteration 91, loss = 0.65024709
Iteration 92, loss = 0.63924988
Training loss did not improve more than tol=0.000100 for 30 consecutive epochs. Stopping.
[CV 5/5] END estimator__activation=relu, estimator__hidden_layer_sizes=16;, score=0.630 total time=  46.1s
Iteration 1, loss = 2.22202475
Iteration 2, loss = 0.75649306
Iteration 3, loss = 0.73908516
Iteration 4, loss = 0.72098547
Iteration 5, loss = 0.67759809
Iteration 6, loss = 0.66671196
Iteration 7, loss = 0.68777874
Iteration 8, loss = 0.68624743
Iteration 9, loss = 0.66964435
Iteration 10, loss = 0.66456635
Iteration 11, loss = 0.66640358
Iteration 12, loss = 0.67235893
Iteration 13, loss = 0.67737097
Iteration 14, loss = 0.65675805
Iteration 15, loss = 0.64968999
Iteration 16, loss = 0.67010752
Iteration 17, loss = 0.66919015
Iteration 18, loss = 0.66008016
Iteration 19, loss = 0.66084215
Iteration 20, loss = 0.66167574
Iteration 21, loss = 0.64993934
Iteration 22, loss = 0.64450575
Iteration 23, loss = 0.66908837
Iteration 24, loss = 0.65012907
Iteration 25, loss = 0.64125012
Iteration 26, loss = 0.65472642
Iteration 27, loss = 0.64420289
Iteration 28, loss = 0.64191627

Iteration 29, loss = 0.65326802
Iteration 30, loss = 0.65142842
Iteration 31, loss = 0.64469087
Iteration 32, loss = 0.63329293
Iteration 33, loss = 0.63808971
Iteration 34, loss = 0.63950848
Iteration 35, loss = 0.64085008
Iteration 36, loss = 0.63979684
Iteration 37, loss = 0.64618615
Iteration 38, loss = 0.66044602
Iteration 39, loss = 0.63420347
Iteration 40, loss = 0.64260895
Iteration 41, loss = 0.62766493
Iteration 42, loss = 0.64496906
Iteration 43, loss = 0.64317415
Iteration 44, loss = 0.64353809
Iteration 45, loss = 0.62799345
Iteration 46, loss = 0.64115602
Iteration 47, loss = 0.62581706
Iteration 48, loss = 0.63340771
Iteration 49, loss = 0.62852791
Iteration 50, loss = 0.63148388
Iteration 51, loss = 0.63137889
Iteration 52, loss = 0.62403123
Iteration 53, loss = 0.62501807
Iteration 54, loss = 0.62702887
Iteration 55, loss = 0.62976506
Iteration 56, loss = 0.62167069
Iteration 57, loss = 0.62149589
Iteration 58, loss = 0.62674965
Iteration 59, loss = 0.63009798
Iteration 60, loss = 0.62974279
Iteration 61, loss = 0.61902155
Iteration 62, loss = 0.62184347
Iteration 63, loss = 0.62320109
Iteration 64, loss = 0.62530245
Iteration 65, loss = 0.61583197
Iteration 66, loss = 0.62001818
Iteration 67, loss = 0.62613768
Iteration 68, loss = 0.61994550
Iteration 69, loss = 0.62360456
Iteration 70, loss = 0.61652280
Iteration 71, loss = 0.61897113
Iteration 72, loss = 0.61933753
Iteration 73, loss = 0.62045849
Iteration 74, loss = 0.61598796
Iteration 75, loss = 0.61956043
Iteration 76, loss = 0.62246512
Iteration 77, loss = 0.61592074
Iteration 78, loss = 0.61480579
Iteration 79, loss = 0.61857096
Iteration 80, loss = 0.61732077
Iteration 81, loss = 0.61356643
Iteration 82, loss = 0.61599085
Iteration 83, loss = 0.61587245
Iteration 84, loss = 0.61764556
Iteration 85, loss = 0.61188623
Iteration 86, loss = 0.60969657
Iteration 87, loss = 0.62198176
Iteration 88, loss = 0.61235477
Iteration 89, loss = 0.61035258
Iteration 90, loss = 0.61429883
Iteration 91, loss = 0.60890211
Iteration 92, loss = 0.61245564
Iteration 93, loss = 0.61277508
Iteration 94, loss = 0.60768427
Iteration 95, loss = 0.61108540
Iteration 96, loss = 0.61127411
Iteration 97, loss = 0.61086357
Iteration 98, loss = 0.60288635
Iteration 99, loss = 0.59865889
Iteration 100, loss = 0.59322064
Iteration 101, loss = 0.58923577
Iteration 102, loss = 0.58381210
Iteration 103, loss = 0.56791646
Iteration 104, loss = 0.55845179
Iteration 105, loss = 0.54919714
Iteration 106, loss = 0.53453427
Iteration 107, loss = 0.52229113
Iteration 108, loss = 0.49747072
Iteration 109, loss = 0.45546146
Iteration 110, loss = 0.41304369
Iteration 111, loss = 0.37820857
Iteration 112, loss = 0.34546507
Iteration 113, loss = 0.31176316
Iteration 114, loss = 0.28152832
Iteration 115, loss = 0.25898303
Iteration 116, loss = 0.24305331
Iteration 117, loss = 0.23312381
Iteration 118, loss = 0.23183856
Iteration 119, loss = 0.21795719
Iteration 120, loss = 0.20346613
Iteration 121, loss = 0.20235078
Iteration 122, loss = 0.22911743
Iteration 123, loss = 0.19553250
Iteration 124, loss = 0.19726298
Iteration 125, loss = 0.21391075
Iteration 126, loss = 0.20460911
Iteration 127, loss = 0.18009515
Iteration 128, loss = 0.18959917
Iteration 129, loss = 0.17768152
Iteration 130, loss = 0.19080796
Iteration 131, loss = 0.18121823
Iteration 132, loss = 0.25409427
Iteration 133, loss = 0.18149825
Iteration 134, loss = 0.20100377
Iteration 135, loss = 0.19227518
Iteration 136, loss = 0.23590719
Iteration 137, loss = 0.19776274
Iteration 138, loss = 0.21833200
Iteration 139, loss = 0.22534066
Iteration 140, loss = 0.18071741
Iteration 141, loss = 0.16612450
Iteration 142, loss = 0.23095550
Iteration 143, loss = 0.19107831
Iteration 144, loss = 0.26666356
Iteration 145, loss = 0.20624767
Iteration 146, loss = 0.22048545
Iteration 147, loss = 0.21650736
Iteration 148, loss = 0.16981749
Iteration 149, loss = 0.19564429
Iteration 150, loss = 0.22475715
Iteration 151, loss = 0.25594764
Iteration 152, loss = 0.18387856
Iteration 153, loss = 0.18734351
Iteration 154, loss = 0.25050473
Iteration 155, loss = 0.22331505
Iteration 156, loss = 0.21432568
Iteration 157, loss = 0.19943260
Iteration 158, loss = 0.25407226
Iteration 159, loss = 0.19249515
Iteration 160, loss = 0.20346996
Iteration 161, loss = 0.16393189
Iteration 162, loss = 0.18877782
Iteration 163, loss = 0.19045451
Iteration 164, loss = 0.26866473
Iteration 165, loss = 0.20468846
Iteration 166, loss = 0.20694776
Iteration 167, loss = 0.21249926
Iteration 168, loss = 0.17580815
Iteration 169, loss = 0.33341591
Iteration 170, loss = 0.25728022
Iteration 171, loss = 0.24347688
Iteration 172, loss = 0.24903774
Iteration 173, loss = 0.23254777
Iteration 174, loss = 0.21471081
Iteration 175, loss = 0.23688545
Iteration 176, loss = 0.25505891
Iteration 177, loss = 0.25290426
Iteration 178, loss = 0.25718153
Iteration 179, loss = 0.21525720
Iteration 180, loss = 0.29503641
Iteration 181, loss = 0.24612692
Iteration 182, loss = 0.19518853
Iteration 183, loss = 0.27948525
Iteration 184, loss = 0.22233430
Iteration 185, loss = 0.20368781
Iteration 186, loss = 0.19608209
Iteration 187, loss = 0.19166208
Iteration 188, loss = 0.19312815
Iteration 189, loss = 0.16975867
Iteration 190, loss = 0.17056455
Iteration 191, loss = 0.17349504
Iteration 192, loss = 0.17492388
Training loss did not improve more than tol=0.000100 for 30 consecutive epochs. Stopping.
[CV 1/5] END estimator__activation=relu, estimator__hidden_layer_sizes=(16, 16);, score=0.947 total time= 1.1min
Iteration 1, loss = 2.63950175
Iteration 2, loss = 1.04967231
Iteration 3, loss = 0.76397293
Iteration 4, loss = 0.87368566
Iteration 5, loss = 0.82172342
Iteration 6, loss = 0.79285970
Iteration 7, loss = 0.73526030
Iteration 8, loss = 0.79041420
Iteration 9, loss = 0.71483931
Iteration 10, loss = 0.76832795
Iteration 11, loss = 0.79430552
Iteration 12, loss = 0.78374441
Iteration 13, loss = 0.73299246
Iteration 14, loss = 0.77153147
Iteration 15, loss = 0.71261381
Iteration 16, loss = 0.77723490
Iteration 17, loss = 0.76077527
Iteration 18, loss = 0.74032378
Iteration 19, loss = 0.67123350
Iteration 20, loss = 0.75240649
Iteration 21, loss = 0.72725162
Iteration 22, loss = 0.74916470
Iteration 23, loss = 0.73915813
Iteration 24, loss = 0.69322513
Iteration 25, loss = 0.74930147
Iteration 26, loss = 0.70773223
Iteration 27, loss = 0.77396923
Iteration 28, loss = 0.69914962
Iteration 29, loss = 0.72916558
Iteration 30, loss = 0.66293421
Iteration 31, loss = 0.71157914
Iteration 32, loss = 0.71951598
Iteration 33, loss = 0.70024323
Iteration 34, loss = 0.68124061
Iteration 35, loss = 0.68192889
Iteration 36, loss = 0.75702654
Iteration 37, loss = 0.66654416
Iteration 38, loss = 0.71006927
Iteration 39, loss = 0.72513169
Iteration 40, loss = 0.67853962
Iteration 41, loss = 0.68649997
Iteration 42, loss = 0.71597486
Iteration 43, loss = 0.68133471
Iteration 44, loss = 0.68802098
Iteration 45, loss = 0.66965432
Iteration 46, loss = 0.73012650
Iteration 47, loss = 0.67886722
Iteration 48, loss = 0.68142675
Iteration 49, loss = 0.69347972
Iteration 50, loss = 0.66399446
Iteration 51, loss = 0.70048925
Iteration 52, loss = 0.67647428
Iteration 53, loss = 0.67554742
Iteration 54, loss = 0.66382543
Iteration 55, loss = 0.66408377
Iteration 56, loss = 0.69020650
Iteration 57, loss = 0.66938379
Iteration 58, loss = 0.66852714
Iteration 59, loss = 0.66364616
Iteration 60, loss = 0.66962890
Iteration 61, loss = 0.65783335
Iteration 62, loss = 0.66929520
Iteration 63, loss = 0.66377627
Iteration 64, loss = 0.66180358
Iteration 65, loss = 0.66583189
Iteration 66, loss = 0.64873994
Iteration 67, loss = 0.66775239
Iteration 68, loss = 0.65297017
Iteration 69, loss = 0.66315107
Iteration 70, loss = 0.65247102
Iteration 71, loss = 0.65118165
Iteration 72, loss = 0.65748821
Iteration 73, loss = 0.64638924
Iteration 74, loss = 0.66616713
Iteration 75, loss = 0.65973982
Iteration 76, loss = 0.64453962
Iteration 77, loss = 0.64650030
Iteration 78, loss = 0.65020089
Iteration 79, loss = 0.64032932
Iteration 80, loss = 0.65952944
Iteration 81, loss = 0.65216797
Iteration 82, loss = 0.65309235
Iteration 83, loss = 0.64995501
Iteration 84, loss = 0.64019771

Iteration 85, loss = 0.63491797
Iteration 86, loss = 0.63434264
Iteration 87, loss = 0.62333412
Iteration 88, loss = 0.64992054
Iteration 89, loss = 0.64165430
Iteration 90, loss = 0.62668896
Iteration 91, loss = 0.64379266
Iteration 92, loss = 0.63711945
Iteration 93, loss = 0.63676935
Iteration 94, loss = 0.63264967
Iteration 95, loss = 0.63330053
Iteration 96, loss = 0.62698594
Iteration 97, loss = 0.62894989
Iteration 98, loss = 0.63532709
Iteration 99, loss = 0.61959586
Iteration 100, loss = 0.63389970
Iteration 101, loss = 0.63409912
Iteration 102, loss = 0.62286011
Iteration 103, loss = 0.62361064
Iteration 104, loss = 0.61985828
Iteration 105, loss = 0.63029901
Iteration 106, loss = 0.62231056
Iteration 107, loss = 0.61834772
Iteration 108, loss = 0.62341697
Iteration 109, loss = 0.62203124
Iteration 110, loss = 0.62147915
Iteration 111, loss = 0.61829226
Iteration 112, loss = 0.62538249
Iteration 113, loss = 0.62363968
Iteration 114, loss = 0.61457890
Iteration 115, loss = 0.62342572
Iteration 116, loss = 0.61828297
Iteration 117, loss = 0.61429681
Iteration 118, loss = 0.62487739
Iteration 119, loss = 0.61492392
Iteration 120, loss = 0.61772920
Iteration 121, loss = 0.61625016
Iteration 122, loss = 0.61210612
Iteration 123, loss = 0.61396357
Iteration 124, loss = 0.61320384
Iteration 125, loss = 0.61543767
Iteration 126, loss = 0.61117473
Iteration 127, loss = 0.61040478
Iteration 128, loss = 0.61315844
Iteration 129, loss = 0.61325272
Iteration 130, loss = 0.60725267
Iteration 131, loss = 0.60964503
Iteration 132, loss = 0.61223473
Iteration 133, loss = 0.60861227
Iteration 134, loss = 0.61081459
Iteration 135, loss = 0.60751608
Iteration 136, loss = 0.61245788
Iteration 137, loss = 0.61294326
Iteration 138, loss = 0.60482669
Iteration 139, loss = 0.60145140
Iteration 140, loss = 0.60346920
Iteration 141, loss = 0.59875322
Iteration 142, loss = 0.60545206
